<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
IMOEX,D,02/08/02,000000,267.2700000
IMOEX,D,02/11/02,000000,267.3100000
IMOEX,D,02/12/02,000000,269.8700000
IMOEX,D,02/13/02,000000,266.3700000
IMOEX,D,02/14/02,000000,262.6100000
IMOEX,D,02/15/02,000000,262.2200000
IMOEX,D,02/18/02,000000,256.8500000
IMOEX,D,02/19/02,000000,257.2300000
IMOEX,D,02/20/02,000000,250.7100000
IMOEX,D,02/21/02,000000,255.3400000
IMOEX,D,02/22/02,000000,262.5500000
IMOEX,D,02/26/02,000000,268.8800000
IMOEX,D,02/27/02,000000,264.5100000
IMOEX,D,02/28/02,000000,262.6500000
IMOEX,D,03/01/02,000000,270.0400000
IMOEX,D,03/04/02,000000,278.7500000
IMOEX,D,03/05/02,000000,275.4700000
IMOEX,D,03/06/02,000000,274.3900000
IMOEX,D,03/07/02,000000,281.9600000
IMOEX,D,03/11/02,000000,279.3200000
IMOEX,D,03/12/02,000000,274.8300000
IMOEX,D,03/13/02,000000,278.4200000
IMOEX,D,03/14/02,000000,281.3400000
IMOEX,D,03/15/02,000000,287.3700000
IMOEX,D,03/18/02,000000,294.1800000
IMOEX,D,03/19/02,000000,294.0900000
IMOEX,D,03/20/02,000000,288.9200000
IMOEX,D,03/21/02,000000,290.6400000
IMOEX,D,03/22/02,000000,295.3600000
IMOEX,D,03/25/02,000000,293.0000000
IMOEX,D,03/26/02,000000,286.0300000
IMOEX,D,03/27/02,000000,292.3600000
IMOEX,D,03/28/02,000000,299.4600000
IMOEX,D,03/29/02,000000,302.9600000
IMOEX,D,04/01/02,000000,302.2000000
IMOEX,D,04/02/02,000000,301.2300000
IMOEX,D,04/03/02,000000,293.0800000
IMOEX,D,04/04/02,000000,293.4700000
IMOEX,D,04/05/02,000000,295.9300000
IMOEX,D,04/08/02,000000,296.8800000
IMOEX,D,04/09/02,000000,304.8600000
IMOEX,D,04/10/02,000000,311.3300000
IMOEX,D,04/11/02,000000,315.2300000
IMOEX,D,04/12/02,000000,314.5000000
IMOEX,D,04/15/02,000000,320.4200000
IMOEX,D,04/16/02,000000,324.9900000
IMOEX,D,04/17/02,000000,328.1300000
IMOEX,D,04/18/02,000000,336.6400000
IMOEX,D,04/19/02,000000,339.2300000
IMOEX,D,04/22/02,000000,341.5500000
IMOEX,D,04/23/02,000000,337.8500000
IMOEX,D,04/24/02,000000,339.7700000
IMOEX,D,04/25/02,000000,337.8600000
IMOEX,D,04/26/02,000000,343.2300000
IMOEX,D,04/27/02,000000,344.2000000
IMOEX,D,04/29/02,000000,347.8200000
IMOEX,D,04/30/02,000000,343.3300000
IMOEX,D,05/06/02,000000,340.7200000
IMOEX,D,05/07/02,000000,328.8100000
IMOEX,D,05/08/02,000000,329.9200000
IMOEX,D,05/13/02,000000,328.9600000
IMOEX,D,05/14/02,000000,340.8700000
IMOEX,D,05/15/02,000000,346.2000000
IMOEX,D,05/16/02,000000,344.3800000
IMOEX,D,05/17/02,000000,349.0800000
IMOEX,D,05/18/02,000000,352.7000000
IMOEX,D,05/20/02,000000,355.3900000
IMOEX,D,05/21/02,000000,349.8500000
IMOEX,D,05/22/02,000000,344.9200000
IMOEX,D,05/23/02,000000,347.7200000
IMOEX,D,05/24/02,000000,341.3700000
IMOEX,D,05/27/02,000000,345.4200000
IMOEX,D,05/29/02,000000,335.5100000
IMOEX,D,05/30/02,000000,336.4700000
IMOEX,D,05/31/02,000000,333.6100000
IMOEX,D,06/03/02,000000,333.7500000
IMOEX,D,06/04/02,000000,326.1400000
IMOEX,D,06/05/02,000000,328.6500000
IMOEX,D,06/06/02,000000,334.5200000
IMOEX,D,06/07/02,000000,330.1500000
IMOEX,D,06/10/02,000000,338.8400000
IMOEX,D,06/11/02,000000,337.3500000
IMOEX,D,06/13/02,000000,338.0000000
IMOEX,D,06/14/02,000000,330.6800000
IMOEX,D,06/17/02,000000,327.5100000
IMOEX,D,06/18/02,000000,320.2200000
IMOEX,D,06/19/02,000000,312.2700000
IMOEX,D,06/20/02,000000,307.9200000
IMOEX,D,06/21/02,000000,297.1500000
IMOEX,D,06/24/02,000000,298.0600000
IMOEX,D,06/25/02,000000,300.7900000
IMOEX,D,06/26/02,000000,290.4700000
IMOEX,D,06/27/02,000000,299.8200000
IMOEX,D,06/28/02,000000,304.1800000
IMOEX,D,07/01/02,000000,306.2100000
IMOEX,D,07/02/02,000000,305.6000000
IMOEX,D,07/03/02,000000,300.9000000
IMOEX,D,07/04/02,000000,309.8600000
IMOEX,D,07/05/02,000000,316.2500000
IMOEX,D,07/08/02,000000,316.8600000
IMOEX,D,07/09/02,000000,319.9400000
IMOEX,D,07/10/02,000000,324.2400000
IMOEX,D,07/11/02,000000,318.3100000
IMOEX,D,07/12/02,000000,318.1800000
IMOEX,D,07/15/02,000000,312.5500000
IMOEX,D,07/16/02,000000,308.0000000
IMOEX,D,07/17/02,000000,312.9700000
IMOEX,D,07/18/02,000000,318.8300000
IMOEX,D,07/19/02,000000,314.5700000
IMOEX,D,07/22/02,000000,305.5000000
IMOEX,D,07/23/02,000000,302.0800000
IMOEX,D,07/24/02,000000,285.9800000
IMOEX,D,07/25/02,000000,285.9300000
IMOEX,D,07/26/02,000000,275.4200000
IMOEX,D,07/29/02,000000,286.0800000
IMOEX,D,07/30/02,000000,286.5400000
IMOEX,D,07/31/02,000000,281.8100000
IMOEX,D,08/01/02,000000,283.5200000
IMOEX,D,08/02/02,000000,280.7500000
IMOEX,D,08/05/02,000000,272.2100000
IMOEX,D,08/06/02,000000,269.5500000
IMOEX,D,08/07/02,000000,280.9500000
IMOEX,D,08/08/02,000000,285.7800000
IMOEX,D,08/09/02,000000,284.5700000
IMOEX,D,08/12/02,000000,283.6900000
IMOEX,D,08/13/02,000000,287.3000000
IMOEX,D,08/14/02,000000,291.1400000
IMOEX,D,08/15/02,000000,297.7600000
IMOEX,D,08/16/02,000000,294.6800000
IMOEX,D,08/19/02,000000,299.9500000
IMOEX,D,08/20/02,000000,304.5600000
IMOEX,D,08/21/02,000000,304.2500000
IMOEX,D,08/22/02,000000,307.5400000
IMOEX,D,08/23/02,000000,303.4200000
IMOEX,D,08/26/02,000000,300.2000000
IMOEX,D,08/27/02,000000,304.1900000
IMOEX,D,08/28/02,000000,303.0300000
IMOEX,D,08/29/02,000000,293.4600000
IMOEX,D,08/30/02,000000,292.2300000
IMOEX,D,09/02/02,000000,287.5800000
IMOEX,D,09/03/02,000000,284.4300000
IMOEX,D,09/04/02,000000,285.3100000
IMOEX,D,09/05/02,000000,286.1700000
IMOEX,D,09/06/02,000000,288.5000000
IMOEX,D,09/09/02,000000,289.6400000
IMOEX,D,09/10/02,000000,294.3600000
IMOEX,D,09/11/02,000000,298.0500000
IMOEX,D,09/12/02,000000,296.6200000
IMOEX,D,09/13/02,000000,290.5300000
IMOEX,D,09/16/02,000000,289.1100000
IMOEX,D,09/17/02,000000,292.5100000
IMOEX,D,09/18/02,000000,284.1900000
IMOEX,D,09/19/02,000000,282.5000000
IMOEX,D,09/20/02,000000,285.3900000
IMOEX,D,09/23/02,000000,289.4600000
IMOEX,D,09/24/02,000000,289.6100000
IMOEX,D,09/25/02,000000,293.9000000
IMOEX,D,09/26/02,000000,298.6000000
IMOEX,D,09/27/02,000000,295.3000000
IMOEX,D,09/30/02,000000,289.9600000
IMOEX,D,10/01/02,000000,288.8300000
IMOEX,D,10/02/02,000000,295.3300000
IMOEX,D,10/03/02,000000,298.6700000
IMOEX,D,10/04/02,000000,303.1900000
IMOEX,D,10/07/02,000000,306.5800000
IMOEX,D,10/08/02,000000,306.8900000
IMOEX,D,10/09/02,000000,306.5600000
IMOEX,D,10/10/02,000000,298.2200000
IMOEX,D,10/11/02,000000,299.2400000
IMOEX,D,10/14/02,000000,296.9500000
IMOEX,D,10/15/02,000000,303.3300000
IMOEX,D,10/16/02,000000,306.4000000
IMOEX,D,10/17/02,000000,310.2700000
IMOEX,D,10/18/02,000000,310.0100000
IMOEX,D,10/21/02,000000,311.4500000
IMOEX,D,10/22/02,000000,310.0000000
IMOEX,D,10/23/02,000000,309.2400000
IMOEX,D,10/24/02,000000,301.4900000
IMOEX,D,10/25/02,000000,300.0600000
IMOEX,D,10/28/02,000000,306.8100000
IMOEX,D,10/29/02,000000,306.3000000
IMOEX,D,10/30/02,000000,306.8600000
IMOEX,D,10/31/02,000000,311.4100000
IMOEX,D,11/01/02,000000,310.7400000
IMOEX,D,11/04/02,000000,312.5800000
IMOEX,D,11/05/02,000000,306.2800000
IMOEX,D,11/06/02,000000,301.8900000
IMOEX,D,11/10/02,000000,300.0700000
IMOEX,D,11/11/02,000000,301.3600000
IMOEX,D,11/12/02,000000,308.7800000
IMOEX,D,11/13/02,000000,309.4100000
IMOEX,D,11/14/02,000000,307.0100000
IMOEX,D,11/15/02,000000,309.4800000
IMOEX,D,11/18/02,000000,313.5900000
IMOEX,D,11/19/02,000000,309.7600000
IMOEX,D,11/20/02,000000,310.6100000
IMOEX,D,11/21/02,000000,315.8100000
IMOEX,D,11/22/02,000000,316.2100000
IMOEX,D,11/25/02,000000,318.8200000
IMOEX,D,11/26/02,000000,318.9100000
IMOEX,D,11/27/02,000000,317.7100000
IMOEX,D,11/28/02,000000,321.2369000
IMOEX,D,11/29/02,000000,321.4065000
IMOEX,D,12/02/02,000000,318.1663000
IMOEX,D,12/03/02,000000,314.8482000
IMOEX,D,12/04/02,000000,309.7280000
IMOEX,D,12/05/02,000000,310.7387000
IMOEX,D,12/06/02,000000,313.3963000
IMOEX,D,12/09/02,000000,313.7798000
IMOEX,D,12/10/02,000000,309.0314000
IMOEX,D,12/11/02,000000,305.6196000
IMOEX,D,12/15/02,000000,306.4364000
IMOEX,D,12/16/02,000000,302.1785000
IMOEX,D,12/17/02,000000,311.1784000
IMOEX,D,12/18/02,000000,308.0081000
IMOEX,D,12/19/02,000000,313.5028000
IMOEX,D,12/20/02,000000,314.3847000
IMOEX,D,12/23/02,000000,314.5653000
IMOEX,D,12/24/02,000000,311.6286000
IMOEX,D,12/25/02,000000,314.3328000
IMOEX,D,12/26/02,000000,315.6725000
IMOEX,D,12/27/02,000000,318.8015000
IMOEX,D,12/30/02,000000,317.6277000
IMOEX,D,12/31/02,000000,318.9063000
IMOEX,D,01/04/03,000000,320.9204000
IMOEX,D,01/05/03,000000,319.5329000
IMOEX,D,01/08/03,000000,316.1337000
IMOEX,D,01/09/03,000000,322.3974000
IMOEX,D,01/10/03,000000,321.8676000
IMOEX,D,01/13/03,000000,321.2682000
IMOEX,D,01/14/03,000000,320.2668000
IMOEX,D,01/15/03,000000,323.1834000
IMOEX,D,01/16/03,000000,322.9242000
IMOEX,D,01/17/03,000000,317.4368000
IMOEX,D,01/20/03,000000,317.9400000
IMOEX,D,01/21/03,000000,305.7300000
IMOEX,D,01/22/03,000000,306.1600000
IMOEX,D,01/23/03,000000,304.3500000
IMOEX,D,01/24/03,000000,303.9700000
IMOEX,D,01/27/03,000000,302.6500000
IMOEX,D,01/28/03,000000,306.2000000
IMOEX,D,01/29/03,000000,307.2200000
IMOEX,D,01/30/03,000000,311.0300000
IMOEX,D,01/31/03,000000,307.7800000
IMOEX,D,02/03/03,000000,311.5300000
IMOEX,D,02/04/03,000000,310.7300000
IMOEX,D,02/05/03,000000,310.7800000
IMOEX,D,02/06/03,000000,308.1800000
IMOEX,D,02/07/03,000000,314.3400000
IMOEX,D,02/10/03,000000,322.4100000
IMOEX,D,02/11/03,000000,334.1500000
IMOEX,D,02/12/03,000000,330.0000000
IMOEX,D,02/13/03,000000,329.5600000
IMOEX,D,02/14/03,000000,331.6900000
IMOEX,D,02/17/03,000000,333.5800000
IMOEX,D,02/18/03,000000,334.0100000
IMOEX,D,02/19/03,000000,327.6900000
IMOEX,D,02/20/03,000000,330.6100000
IMOEX,D,02/21/03,000000,333.4200000
IMOEX,D,02/25/03,000000,335.7400000
IMOEX,D,02/26/03,000000,335.6700000
IMOEX,D,02/27/03,000000,338.3500000
IMOEX,D,02/28/03,000000,341.5200000
IMOEX,D,03/03/03,000000,352.2400000
IMOEX,D,03/04/03,000000,348.4000000
IMOEX,D,03/05/03,000000,357.6500000
IMOEX,D,03/06/03,000000,359.9700000
IMOEX,D,03/07/03,000000,354.8700000
IMOEX,D,03/11/03,000000,349.8900000
IMOEX,D,03/12/03,000000,343.2400000
IMOEX,D,03/13/03,000000,346.8300000
IMOEX,D,03/14/03,000000,345.6500000
IMOEX,D,03/17/03,000000,337.8300000
IMOEX,D,03/18/03,000000,330.1400000
IMOEX,D,03/19/03,000000,333.9700000
IMOEX,D,03/20/03,000000,334.9100000
IMOEX,D,03/21/03,000000,338.7600000
IMOEX,D,03/24/03,000000,332.3000000
IMOEX,D,03/25/03,000000,333.5700000
IMOEX,D,03/26/03,000000,333.3000000
IMOEX,D,03/27/03,000000,332.7000000
IMOEX,D,03/28/03,000000,332.8800000
IMOEX,D,03/31/03,000000,325.5600000
IMOEX,D,04/01/03,000000,327.4400000
IMOEX,D,04/02/03,000000,331.0200000
IMOEX,D,04/03/03,000000,326.9400000
IMOEX,D,04/04/03,000000,330.5300000
IMOEX,D,04/07/03,000000,336.3000000
IMOEX,D,04/08/03,000000,337.4800000
IMOEX,D,04/09/03,000000,336.5300000
IMOEX,D,04/10/03,000000,336.7600000
IMOEX,D,04/11/03,000000,338.2100000
IMOEX,D,04/14/03,000000,341.9900000
IMOEX,D,04/15/03,000000,345.9700000
IMOEX,D,04/16/03,000000,344.6300000
IMOEX,D,04/17/03,000000,348.6100000
IMOEX,D,04/18/03,000000,356.8100000
IMOEX,D,04/21/03,000000,363.8900000
IMOEX,D,04/22/03,000000,364.8900000
IMOEX,D,04/23/03,000000,373.0500000
IMOEX,D,04/24/03,000000,366.2100000
IMOEX,D,04/25/03,000000,371.9600000
IMOEX,D,04/28/03,000000,382.7400000
IMOEX,D,04/29/03,000000,376.2600000
IMOEX,D,04/30/03,000000,369.7700000
IMOEX,D,05/05/03,000000,380.2200000
IMOEX,D,05/06/03,000000,379.8800000
IMOEX,D,05/07/03,000000,375.8600000
IMOEX,D,05/08/03,000000,374.7900000
IMOEX,D,05/12/03,000000,385.2700000
IMOEX,D,05/13/03,000000,384.5600000
IMOEX,D,05/14/03,000000,387.0400000
IMOEX,D,05/15/03,000000,391.8200000
IMOEX,D,05/16/03,000000,399.7400000
IMOEX,D,05/19/03,000000,404.3300000
IMOEX,D,05/20/03,000000,399.4700000
IMOEX,D,05/21/03,000000,399.3700000
IMOEX,D,05/22/03,000000,411.2200000
IMOEX,D,05/23/03,000000,415.2600000
IMOEX,D,05/26/03,000000,420.9900000
IMOEX,D,05/27/03,000000,422.5700000
IMOEX,D,05/28/03,000000,426.6100000
IMOEX,D,05/29/03,000000,420.5600000
IMOEX,D,05/30/03,000000,421.0800000
IMOEX,D,06/02/03,000000,413.6400000
IMOEX,D,06/03/03,000000,420.0600000
IMOEX,D,06/04/03,000000,423.8200000
IMOEX,D,06/05/03,000000,420.0700000
IMOEX,D,06/06/03,000000,431.3900000
IMOEX,D,06/09/03,000000,437.1400000
IMOEX,D,06/10/03,000000,421.4900000
IMOEX,D,06/11/03,000000,430.0900000
IMOEX,D,06/16/03,000000,452.3400000
IMOEX,D,06/17/03,000000,456.7400000
IMOEX,D,06/18/03,000000,451.9000000
IMOEX,D,06/19/03,000000,441.2100000
IMOEX,D,06/20/03,000000,443.5700000
IMOEX,D,06/21/03,000000,447.0400000
IMOEX,D,06/23/03,000000,441.1900000
IMOEX,D,06/24/03,000000,443.5900000
IMOEX,D,06/25/03,000000,455.1000000
IMOEX,D,06/26/03,000000,448.1500000
IMOEX,D,06/27/03,000000,451.0200000
IMOEX,D,06/30/03,000000,455.4400000
IMOEX,D,07/01/03,000000,455.1600000
IMOEX,D,07/02/03,000000,467.9800000
IMOEX,D,07/03/03,000000,460.9800000
IMOEX,D,07/04/03,000000,466.4800000
IMOEX,D,07/07/03,000000,468.0500000
IMOEX,D,07/08/03,000000,463.1300000
IMOEX,D,07/09/03,000000,446.6900000
IMOEX,D,07/10/03,000000,433.3700000
IMOEX,D,07/11/03,000000,427.2600000
IMOEX,D,07/14/03,000000,439.3000000
IMOEX,D,07/15/03,000000,438.5500000
IMOEX,D,07/16/03,000000,410.2400000
IMOEX,D,07/17/03,000000,391.9300000
IMOEX,D,07/18/03,000000,398.8000000
IMOEX,D,07/21/03,000000,410.1300000
IMOEX,D,07/22/03,000000,419.1000000
IMOEX,D,07/23/03,000000,413.9800000
IMOEX,D,07/24/03,000000,426.8000000
IMOEX,D,07/25/03,000000,428.1100000
IMOEX,D,07/28/03,000000,427.9600000
IMOEX,D,07/29/03,000000,417.0700000
IMOEX,D,07/30/03,000000,422.4300000
IMOEX,D,07/31/03,000000,430.3000000
IMOEX,D,08/01/03,000000,419.2200000
IMOEX,D,08/04/03,000000,421.6500000
IMOEX,D,08/05/03,000000,424.4100000
IMOEX,D,08/06/03,000000,431.9000000
IMOEX,D,08/07/03,000000,431.9700000
IMOEX,D,08/08/03,000000,433.4700000
IMOEX,D,08/11/03,000000,442.9600000
IMOEX,D,08/12/03,000000,447.2800000
IMOEX,D,08/13/03,000000,453.3600000
IMOEX,D,08/14/03,000000,457.7600000
IMOEX,D,08/15/03,000000,464.3300000
IMOEX,D,08/18/03,000000,474.9100000
IMOEX,D,08/19/03,000000,476.1700000
IMOEX,D,08/20/03,000000,469.8700000
IMOEX,D,08/21/03,000000,478.3100000
IMOEX,D,08/22/03,000000,479.9600000
IMOEX,D,08/25/03,000000,477.4000000
IMOEX,D,08/26/03,000000,471.1300000
IMOEX,D,08/27/03,000000,469.9800000
IMOEX,D,08/28/03,000000,476.3500000
IMOEX,D,08/29/03,000000,484.0000000
IMOEX,D,09/01/03,000000,491.9000000
IMOEX,D,09/02/03,000000,501.0300000
IMOEX,D,09/03/03,000000,495.1100000
IMOEX,D,09/04/03,000000,502.2900000
IMOEX,D,09/05/03,000000,497.8200000
IMOEX,D,09/08/03,000000,492.8000000
IMOEX,D,09/09/03,000000,490.2500000
IMOEX,D,09/10/03,000000,495.3200000
IMOEX,D,09/11/03,000000,491.8800000
IMOEX,D,09/12/03,000000,498.2200000
IMOEX,D,09/15/03,000000,505.8000000
IMOEX,D,09/16/03,000000,507.0800000
IMOEX,D,09/17/03,000000,502.1200000
IMOEX,D,09/18/03,000000,501.8600000
IMOEX,D,09/19/03,000000,497.3700000
IMOEX,D,09/22/03,000000,492.6500000
IMOEX,D,09/23/03,000000,504.5200000
IMOEX,D,09/24/03,000000,507.7200000
IMOEX,D,09/25/03,000000,503.8300000
IMOEX,D,09/26/03,000000,502.6200000
IMOEX,D,09/29/03,000000,516.0300000
IMOEX,D,09/30/03,000000,515.1700000
IMOEX,D,10/01/03,000000,521.1100000
IMOEX,D,10/02/03,000000,533.2500000
IMOEX,D,10/03/03,000000,535.8000000
IMOEX,D,10/06/03,000000,540.5600000
IMOEX,D,10/07/03,000000,546.3200000
IMOEX,D,10/08/03,000000,567.5200000
IMOEX,D,10/09/03,000000,559.3500000
IMOEX,D,10/10/03,000000,550.6400000
IMOEX,D,10/13/03,000000,567.3800000
IMOEX,D,10/14/03,000000,570.6700000
IMOEX,D,10/15/03,000000,572.1600000
IMOEX,D,10/16/03,000000,580.1000000
IMOEX,D,10/17/03,000000,583.1000000
IMOEX,D,10/20/03,000000,579.6700000
IMOEX,D,10/21/03,000000,553.4500000
IMOEX,D,10/22/03,000000,527.1200000
IMOEX,D,10/23/03,000000,530.9100000
IMOEX,D,10/24/03,000000,536.0000000
IMOEX,D,10/27/03,000000,500.4200000
IMOEX,D,10/28/03,000000,509.6700000
IMOEX,D,10/29/03,000000,498.3500000
IMOEX,D,10/30/03,000000,448.7600000
IMOEX,D,10/31/03,000000,468.8500000
IMOEX,D,11/03/03,000000,506.2500000
IMOEX,D,11/04/03,000000,502.7800000
IMOEX,D,11/05/03,000000,493.1000000
IMOEX,D,11/06/03,000000,492.8900000
IMOEX,D,11/10/03,000000,493.7200000
IMOEX,D,11/11/03,000000,482.6100000
IMOEX,D,11/12/03,000000,474.8200000
IMOEX,D,11/13/03,000000,475.4300000
IMOEX,D,11/14/03,000000,472.5700000
IMOEX,D,11/17/03,000000,461.7700000
IMOEX,D,11/18/03,000000,441.1800000
IMOEX,D,11/19/03,000000,429.2600000
IMOEX,D,11/20/03,000000,446.1500000
IMOEX,D,11/21/03,000000,455.3200000
IMOEX,D,11/24/03,000000,469.9200000
IMOEX,D,11/25/03,000000,480.7100000
IMOEX,D,11/26/03,000000,486.7400000
IMOEX,D,11/27/03,000000,488.5100000
IMOEX,D,11/28/03,000000,484.7300000
IMOEX,D,12/01/03,000000,484.2100000
IMOEX,D,12/02/03,000000,493.9800000
IMOEX,D,12/03/03,000000,503.5300000
IMOEX,D,12/04/03,000000,495.5300000
IMOEX,D,12/05/03,000000,494.4200000
IMOEX,D,12/08/03,000000,494.6900000
IMOEX,D,12/09/03,000000,501.7400000
IMOEX,D,12/10/03,000000,501.7400000
IMOEX,D,12/11/03,000000,499.3600000
IMOEX,D,12/15/03,000000,506.2200000
IMOEX,D,12/16/03,000000,497.5400000
IMOEX,D,12/17/03,000000,500.8200000
IMOEX,D,12/18/03,000000,509.9400000
IMOEX,D,12/19/03,000000,519.7300000
IMOEX,D,12/22/03,000000,521.9500000
IMOEX,D,12/23/03,000000,516.8500000
IMOEX,D,12/24/03,000000,511.6500000
IMOEX,D,12/25/03,000000,513.5600000
IMOEX,D,12/26/03,000000,517.5800000
IMOEX,D,12/29/03,000000,518.8100000
IMOEX,D,12/30/03,000000,514.7100000
IMOEX,D,01/05/04,000000,542.1900000
IMOEX,D,01/06/04,000000,543.9400000
IMOEX,D,01/08/04,000000,533.5700000
IMOEX,D,01/09/04,000000,549.6900000
IMOEX,D,01/12/04,000000,536.8500000
IMOEX,D,01/13/04,000000,531.9300000
IMOEX,D,01/14/04,000000,542.4500000
IMOEX,D,01/15/04,000000,523.8100000
IMOEX,D,01/16/04,000000,532.4900000
IMOEX,D,01/19/04,000000,539.1700000
IMOEX,D,01/20/04,000000,541.8700000
IMOEX,D,01/21/04,000000,546.9800000
IMOEX,D,01/22/04,000000,553.1700000
IMOEX,D,01/23/04,000000,563.6200000
IMOEX,D,01/26/04,000000,556.8900000
IMOEX,D,01/27/04,000000,561.0000000
IMOEX,D,01/28/04,000000,556.3300000
IMOEX,D,01/29/04,000000,562.1500000
IMOEX,D,01/30/04,000000,551.7200000
IMOEX,D,02/02/04,000000,542.5600000
IMOEX,D,02/03/04,000000,551.0200000
IMOEX,D,02/04/04,000000,557.5600000
IMOEX,D,02/05/04,000000,547.7900000
IMOEX,D,02/06/04,000000,549.0900000
IMOEX,D,02/09/04,000000,552.8300000
IMOEX,D,02/10/04,000000,550.2900000
IMOEX,D,02/11/04,000000,552.0200000
IMOEX,D,02/12/04,000000,566.7200000
IMOEX,D,02/13/04,000000,569.0700000
IMOEX,D,02/16/04,000000,570.7700000
IMOEX,D,02/17/04,000000,572.9800000
IMOEX,D,02/18/04,000000,575.7600000
IMOEX,D,02/19/04,000000,570.8600000
IMOEX,D,02/20/04,000000,576.4400000
IMOEX,D,02/24/04,000000,574.0100000
IMOEX,D,02/25/04,000000,578.2900000
IMOEX,D,02/26/04,000000,582.3800000
IMOEX,D,02/27/04,000000,591.0900000
IMOEX,D,03/01/04,000000,606.7100000
IMOEX,D,03/02/04,000000,600.2900000
IMOEX,D,03/03/04,000000,591.9000000
IMOEX,D,03/04/04,000000,592.3400000
IMOEX,D,03/05/04,000000,598.1800000
IMOEX,D,03/09/04,000000,605.8400000
IMOEX,D,03/10/04,000000,594.1300000
IMOEX,D,03/11/04,000000,582.4800000
IMOEX,D,03/12/04,000000,586.8600000
IMOEX,D,03/15/04,000000,583.5400000
IMOEX,D,03/16/04,000000,593.7300000
IMOEX,D,03/17/04,000000,609.0200000
IMOEX,D,03/18/04,000000,617.2900000
IMOEX,D,03/19/04,000000,630.9500000
IMOEX,D,03/22/04,000000,620.1400000
IMOEX,D,03/23/04,000000,624.2600000
IMOEX,D,03/24/04,000000,617.1900000
IMOEX,D,03/25/04,000000,618.0100000
IMOEX,D,03/26/04,000000,619.6800000
IMOEX,D,03/29/04,000000,633.3200000
IMOEX,D,03/30/04,000000,635.7400000
IMOEX,D,03/31/04,000000,644.6400000
IMOEX,D,04/01/04,000000,646.2900000
IMOEX,D,04/02/04,000000,656.6800000
IMOEX,D,04/05/04,000000,664.5400000
IMOEX,D,04/06/04,000000,654.7100000
IMOEX,D,04/07/04,000000,669.0100000
IMOEX,D,04/08/04,000000,678.5400000
IMOEX,D,04/09/04,000000,678.6900000
IMOEX,D,04/12/04,000000,681.4800000
IMOEX,D,04/13/04,000000,661.1800000
IMOEX,D,04/14/04,000000,644.5000000
IMOEX,D,04/15/04,000000,651.8600000
IMOEX,D,04/16/04,000000,637.0700000
IMOEX,D,04/19/04,000000,640.3300000
IMOEX,D,04/20/04,000000,644.5000000
IMOEX,D,04/21/04,000000,614.9500000
IMOEX,D,04/22/04,000000,604.3300000
IMOEX,D,04/23/04,000000,601.7500000
IMOEX,D,04/26/04,000000,599.8400000
IMOEX,D,04/27/04,000000,607.5200000
IMOEX,D,04/28/04,000000,599.1500000
IMOEX,D,04/29/04,000000,559.3000000
IMOEX,D,04/30/04,000000,561.7800000
IMOEX,D,05/05/04,000000,577.9100000
IMOEX,D,05/06/04,000000,571.1500000
